STATE,COUNTY,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE,cases,deaths
Louisiana,West Carroll,30,30,5,5,0,0.54940641,0,0,2782,35
Louisiana,West Feliciana,25,25,4,4,0,0.070027396,0,2,12427,557
Louisiana,Winn,60,46,5,5,0,0.14315267,14,2,7507,180
Maine,Androscoggin,483,361,34,34,11,0.91310746,122,12,14292,154
Maine,Aroostook,228,160,24,24,0,2.07883492,68,9,529,32
Maine,Cumberland,1121,985,56,56,31,3.76446798,136,24,67280,2799
Maine,Franklin,70,48,5,5,0,0.36034799,22,2,2201,59
Maine,Hancock,114,98,14,14,0,1.28603656,16,5,762,46
Maine,Kennebec,594,464,24,24,0,1.98928239,130,7,8673,536
Maine,Knox,99,81,8,8,0,0.55560076,18,3,1429,20
Maine,Lincoln,25,25,4,4,0,0.49783707,0,0,1360,0
Maine,Oxford,75,50,8,8,0,0.87223121,25,4,1787,0
Maine,Penobscot,773,581,60,60,23,3.4502029,192,33,6337,61
Maine,Piscataquis,50,50,8,8,0,1.13326031,0,3,68,0
Maine,Sagadahoc,,,,,,,,,1930,4
Maine,Somerset,50,50,8,8,0,0.90071234,0,4,1454,0
Maine,Unknown,,,,,,,,,287,1
Maine,Waldo,25,25,4,4,0,0.71589744,0,2,3624,882
Maine,Washington,50,50,8,8,0,0.70958904,0,4,134,0
Maine,York,229,206,14,14,0,1.02245957,23,6,23536,623
Maryland,Allegany,279,288,14,14,0,1.41747445,-9,6,10103,820
Maryland,Anne Arundel,634,483,50,50,30,1.47133994,151,24,212298,9477
Maryland,Baltimore,,,,,,,,,341844,17734
Maryland,Baltimore City,4284,3747,626,626,167,10.29615217,537,172,,
Maryland,Baltimore County,1965,1518,94,94,50,4.27276641,447,43,,
Maryland,Baltimore city,,,,,,,,,296140,13617
Maryland,Calvert,73,41,4,4,0,0.74685735,32,5,18563,974
Maryland,Caroline,,,,,,,,,12585,36
Maryland,Carroll,683,675,12,12,0,1.16379297,8,6,50671,5204
Maryland,Cecil,175,172,5,5,0,0.55117011,3,9,21215,1188
Maryland,Charles,99,98,10,10,0,0.71738887,1,7,62976,4173
Maryland,Dorchester,80,84,0,0,0,0.92795175,-4,0,7468,179
Maryland,Frederick,269,281,18,18,15,0.71862721,-12,16,107220,5792
Maryland,Garrett,26,27,2,2,0,0.59979707,-1,2,569,0
Maryland,Harford,243,231,19,19,0,1.44718057,12,16,48300,2416
Maryland,Howard,225,245,48,48,0,0.66139221,-20,16,106786,3116
Maryland,Kent,12,21,6,6,0,0.37299412,-9,3,8997,885
Maryland,Montgomery,2166,1682,231,231,85,5.64292974,484,80,607901,31576
Maryland,Prince George's,785,613,78,78,15,3.22246168,172,39,818474,29128
Maryland,Queen Anne's,,,,,,,,,8238,629
Maryland,Somerset,,,,,,,,,3741,89
Maryland,St. Mary's,93,96,12,12,0,0.67734021,-3,6,24590,1226
Maryland,Talbot,97,48,16,16,0,0.61290377,49,9,4992,143
Maryland,Unknown,,,,,,,,,393,4861
Maryland,Washington,362,340,26,26,0,1.60977325,22,14,25614,761
Maryland,Wicomico,391,418,34,34,0,1.601282517,-27,7,48615,1394
Maryland,Worcester,40,32,6,6,0,0.5972032,8,3,10676,553
Massachusetts,Barnstable,430,410,22,22,0,3.04139751,20,14,85564,6040
Massachusetts,Berkshire,323,247,24,24,0,1.04750824,76,12,39675,2809
Massachusetts,Bristol,1207,1123,110,110,16,6.76678806,84,52,396161,22447
Massachusetts,Dukes,25,25,4,4,0,0.54871231,0,2,2033,56
Massachusetts,Essex,1096,1330,107,107,0,5.0178549,-234,38,846434,50581
Massachusetts,Franklin,89,89,6,6,0,0.56318301,0,3,22084,3165
Massachusetts,Hampden,1537,1415,112,112,55,4.44306234,122,53,360409,34316
Massachusetts,Hampshire,285,263,11,11,0,0.54084051,22,3,51238,4511
Massachusetts,Middlesex,3618,3440,320,320,26,9.69155439,178,64,1310641,88763
Massachusetts,Nantucket,14,19,3,3,0,0.26416728,-5,1,967,0
Massachusetts,Norfolk,1527,1327,114,114,0,7.0434942,200,32,520280,46981
Massachusetts,Plymouth,1148,1107,48,48,0,2.92789805,41,25,475399,30353
Massachusetts,Suffolk,6677,6152,903,903,120,13.79112554,525,127,1131905,50101
Massachusetts,Unknown,,,,,,,,,35585,545
Massachusetts,Worcester,2203,2457,212,212,27,8.4232746,-254,70,615504,38377
Michigan,Alcona,,,,,,,,,732,54
Michigan,Alger,11,11,2,2,0,0.1120797,0,0,19,0
Michigan,Allegan,68,68,11,11,0,0.47427844,0,3,12497,252
Michigan,Alpena,124,128,9,9,0,0.32572773,-4,3,5835,517
Michigan,Antrim,,,,,,,,,867,1
Michigan,Arenac,25,25,5,5,0,0.16526027,0,2,2015,67
Michigan,Baraga,15,15,3,3,0,0.19075343,0,1,68,0
Michigan,Barry,25,25,6,6,0,0.52318585,0,2,4052,103
Michigan,Bay,387,322,37,37,0,1.03151313,65,10,17448,1079
Michigan,Benzie,8,8,1,1,0,0.009931507,0,0,283,0
Michigan,Berrien,259,222,25,25,0,0.516763271,37,15,38169,2430
Michigan,Branch,71,87,10,10,0,0.35931349,-16,3,55802,1383
Michigan,Calhoun,557,523,37,37,0,1.69104886,34,11,23035,1295
Michigan,Cass,25,25,4,4,0,0.10027397,0,2,4636,185
Michigan,Charlevoix,25,25,4,4,0,0.24745205,0,2,1288,82
Michigan,Cheboygan,,,,,,,,,1546,85
Michigan,Chippewa,82,49,6,6,0,0.50489235,33,3,243,8
Michigan,Clare,49,49,9,9,0,0.14822477,0,2,1155,124
Michigan,Clinton,66,66,2,2,0,1.06409088,0,2,10845,698
Michigan,Crawford,71,49,6,6,0,0.36885658,22,2,3843,295
Michigan,Delta,25,25,9,9,0,0.38750684,0,2,1199,138
Michigan,Dickinson,66,56,6,6,0,0.51527923,10,2,358,154
Michigan,Eaton,45,45,7,7,0,0.42350685,0,4,12949,459
Michigan,Emmet,202,170,18,18,0,0.53181303,32,6,1809,164
Michigan,Genesee,1151,1051,125,125,44,2.82767766,100,43,143328,15965
Michigan,Gladwin,25,25,4,4,0,0.12328767,0,2,1194,64
Michigan,Gogebic,25,25,5,5,0,0.35923287,0,2,372,89
Michigan,Grand Traverse,425,409,20,20,0,0.5914526,16,8,2073,375
Michigan,Gratiot,67,49,9,9,0,0.55789769,18,2,3839,404
Michigan,Hillsdale,65,44,4,4,0,0.27658778,21,2,11215,1500
Michigan,Houghton,61,61,11,11,0,0.60008827,0,4,303,0
Michigan,Huron,98,73,11,11,0,0.53508343,25,3,2661,55
Michigan,Ingham,913,873,120,120,33,1.85398048,40,22,46134,1394
Michigan,Ionia,22,22,2,2,0,0.28754669,0,2,8487,220
Michigan,Iosco,47,47,4,4,0,0.1992422,0,2,4938,521
Michigan,Iron,25,25,3,3,0,0.24887671,0,2,52,0
Michigan,Isabella,118,90,8,8,0,0.22590563,28,3,5344,522
Michigan,Jackson,501,469,61,61,0,1.17637473,32,10,99390,2908
Michigan,Kalamazoo,989,904,70,70,53,1.99889982,85,21,46178,2776
Michigan,Kalkaska,8,8,1,1,0,0.18133223,0,1,1673,164
Michigan,Kent,1796,2018,157,157,111,5.17831314,-222,40,195402,4666
Michigan,Keweenaw,,,,,,,,,13,0
Michigan,Lake,,,,,,,,,294,0
Michigan,Lapeer,183,116,10,10,0,0.52765709,67,4,25476,2198
Michigan,Leelanau,,,,,,,,,750,0
Michigan,Lenawee,113,113,13,13,0,0.34129015,0,5,37676,366
Michigan,Livingston,107,142,25,25,0,1.00423991,-35,3,31998,1644
Michigan,Luce,25,25,4,4,0,0.19221918,0,1,215,0
Michigan,Mackinac,15,15,3,3,0,0.39378995,0,0,486,0
Michigan,Macomb,1229,1254,139,139,0,4.606128908,-25,47,471195,51691
Michigan,Manistee,45,45,8,8,0,0.20091324,0,2,1311,14
Michigan,Marquette,204,263,30,30,11,0.6540698,-59,6,3722,669
Michigan,Mason,45,45,6,6,0,0.398965,0,2,1681,0
Michigan,Mecosta,49,49,4,4,0,0.34593233,0,2,1421,139
Michigan,Menominee,,,,,,,,,449,0
Michigan,Midland,308,324,26,26,0,0.49246576,-16,7,6425,485
Michigan,Missaukee,,,,,,,,,1175,88
Michigan,Monroe,217,153,14,14,0,0.35286954,64,4,31012,1192
Michigan,Montcalm,148,131,18,18,0,0.855237392,17,4,4198,77
Michigan,Montmorency,,,,,,,,,336,0
Michigan,Muskegon,227,362,49,49,0,1.136491,-135,8,34033,1896
Michigan,Newaygo,25,25,9,9,0,0.4439452,0,2,4752,0
Michigan,Oakland,4386,3807,390,390,44,8.058713815,579,114,648866,62685
Michigan,Oceana,24,24,4,4,0,0.10696347,0,0,4314,133
Michigan,Ogemaw,88,88,15,15,0,0.23758972,0,2,1401,40
Michigan,Ontonagon,25,25,4,4,0,0.055123288,0,2,,
Michigan,Osceola,25,25,4,4,0,0.16843836,0,2,886,0
Michigan,Oscoda,,,,,,,,,441,46
Michigan,Otsego,46,46,4,4,0,0.35592616,0,2,7564,627
Michigan,Ottawa,309,325,22,22,0,0.835234356,-16,6,39671,1870
Michigan,Presque Isle,,,,,,,,,716,0
Michigan,Roscommon,,,,,,,,,1425,0
Michigan,Saginaw,610,724,106,106,0,2.54234701,-114,23,62917,6046
Michigan,Sanilac,65,65,11,11,0,0.413954346,0,3,2915,360
Michigan,Schoolcraft,12,12,2,2,0,0.38789955,0,2,267,0
Michigan,Shiawassee,107,111,7,7,0,0.3983216,-4,3,14925,1271
Michigan,St. Clair,375,372,23,23,0,1.00083504,3,10,29994,2198
Michigan,St. Joseph,144,97,13,13,0,0.32031382,47,4,6849,125
Michigan,Tuscola,168,168,8,8,0,1.081263957,0,2,11179,1393
Michigan,Unknown,,,,,,,,,14454,300
Michigan,Van Buren,74,74,14,14,0,0.222002794,0,4,8155,336
Michigan,Washtenaw,2073,1880,89,89,0,3.84152743,193,60,115982,6249
Michigan,Wayne,6217,5320,676,676,190,15.14154971,897,209,1435253,154243
Michigan,Wexford,49,49,20,20,0,0.48962817,0,3,969,156
Minnesota,Aitkin,25,25,4,4,0,0.37556165,0,2,396,0
Minnesota,Anoka,746,666,35,35,0,1.48900145,80,7,64410,3203
Minnesota,Becker,87,36,8,8,0,0.4434551,51,2,1900,0
Minnesota,Beltrami,134,110,10,10,0,1.42405278,24,3,913,0
Minnesota,Benton,,,,,,,,,7883,125
Minnesota,Big Stone,40,40,7,7,0,0.218045668,0,2,388,0
Minnesota,Blue Earth,272,167,29,29,0,0.61755395,105,9,7002,33
Minnesota,Brown,78,40,7,7,0,0.63984018,38,3,930,114
Minnesota,Carlton,105,47,6,6,0,0.60236114,58,2,4660,0
Minnesota,Carver,109,109,18,18,0,0.50437868,0,3,9785,80
Minnesota,Cass,5,5,1,1,0,0.00109589,0,0,659,88
Minnesota,Chippewa,30,25,4,4,0,0.22860274,5,2,2037,28
Minnesota,Chisago,61,55,10,10,0,0.44647571,6,2,2856,81
Minnesota,Clay,,,,,,,,,21649,1408
Minnesota,Clearwater,48,48,8,8,0,0.163988084,0,0,233,0
Minnesota,Cook,16,16,3,3,0,0.21815069,0,0,10,0
Minnesota,Cottonwood,26,26,4,4,0,0.29284628,0,0,4020,0
Minnesota,Crow Wing,220,168,16,16,0,1.78574297,52,5,3407,204
Minnesota,Dakota,244,216,23,23,0,1.32559105,28,6,61234,2472
Minnesota,Dodge,,,,,,,,,2835,0
Minnesota,Douglas,143,115,8,8,0,1.2266691,28,3,1767,0
Minnesota,Faribault,43,24,4,4,0,0.35559362,19,1,1008,0
Minnesota,Fillmore,,,,,,,,,1265,57
Minnesota,Freeborn,159,159,18,18,0,0.25162402,0,4,7087,0
Minnesota,Goodhue,83,83,12,12,0,1.22979605,0,6,3539,167
Minnesota,Grant,10,10,2,2,0,0.13589041,0,0,180,0
Minnesota,Hennepin,6586,3656,430,430,385,5.281763011,2930,82,395399,31330
Minnesota,Houston,,,,,,,,,201,0
Minnesota,Hubbard,50,25,4,4,0,0.45720547,25,2,109,0
Minnesota,Isanti,86,70,12,12,0,0.37741682,16,2,1662,0
Minnesota,Itasca,104,76,12,12,0,0.64378995,28,5,2508,368
Minnesota,Jackson,20,14,2,2,0,0.1741683,6,0,2114,0
Minnesota,Kanabec,49,25,4,4,0,0.33632877,24,2,524,35
Minnesota,Kandiyohi,136,81,8,8,0,0.4143751,55,3,23319,56
Minnesota,Kittson,15,15,3,3,0,0.081643835,0,0,66,0
Minnesota,Koochiching,25,18,3,3,0,0.36821705,7,0,335,0
Minnesota,Lac qui Parle,32,32,5,5,0,0.46420091,0,0,182,0
Minnesota,Lake,25,16,3,3,0,0.4135274,9,1,67,0
Minnesota,Lake of the Woods,15,15,3,3,0,0.20657535,0,0,,
Minnesota,Le Sueur,15,9,2,2,0,0.2,6,0,2894,42
Minnesota,Lincoln,44,44,7,7,0,0.155039139,0,1,316,0
Minnesota,Lyon,74,50,8,8,0,0.465753417,24,2,4734,39
Minnesota,Mahnomen,18,10,2,2,0,0.14520548,8,0,291,48
Minnesota,Marshall,12,12,2,2,0,0.22214612,0,1,519,0
Minnesota,Martin,57,55,10,10,0,0.21723537,2,2,8156,372
Minnesota,McLeod,115,74,10,10,0,0.77808666,41,3,1712,0
Minnesota,Meeker,35,25,4,4,0,0.31879452,10,0,2101,17
Minnesota,Mille Lacs,28,28,5,5,0,0.23796478,0,0,910,65
Minnesota,Morrison,49,25,4,4,0,0.34279451,24,2,1910,12
Minnesota,Mower,,,,,,,,,16909,57
Minnesota,Murray,25,20,3,3,0,0.16835617,5,2,1947,0
Minnesota,Nicollet,73,65,3,3,0,0.47574538,8,0,3596,388
Minnesota,Nobles,48,48,8,8,0,0.14412101,0,2,79315,199
Minnesota,Norman,14,14,2,2,0,0.049119372,0,1,764,0
Minnesota,Olmsted,2136,1192,250,250,0,1.74615617,944,62,35636,648
Minnesota,Otter Tail,149,121,9,9,0,1.28493836,28,3,3084,18
Minnesota,Pennington,42,41,4,4,0,1.0568904,1,2,1048,0
Minnesota,Pine,30,9,2,2,0,0.26057839,21,1,4930,0
Minnesota,Pipestone,44,18,3,3,0,0.16012177,26,1,587,0
Minnesota,Polk,92,54,9,9,0,0.39700914,38,2,3303,85
Minnesota,Pope,34,19,3,3,0,0.40605623,15,1,372,0
Minnesota,Ramsey,1925,1340,151,151,10,4.6693021,585,31,135849,6271
Minnesota,Red Lake,,,,,,,,,178,0
Minnesota,Redwood,25,25,4,4,0,0.19071823,0,1,326,0
Minnesota,Renville,16,16,3,3,0,0.26284248,0,1,469,3
Minnesota,Rice,49,32,6,6,0,0.32217467,17,2,20881,134
Minnesota,Rock,28,25,4,4,0,0.23221917,3,2,1218,0
Minnesota,Roseau,25,25,4,4,0,0.25249314,0,2,167,0
Minnesota,Scott,142,109,19,19,0,1.04524935,33,4,19092,140
Minnesota,Sherburne,54,33,4,4,0,0.37592363,21,2,10701,92
Minnesota,Sibley,20,16,3,3,0,0.15017124,4,0,776,25
Minnesota,St. Louis,1121,815,97,97,18,3.18574528,306,31,7138,865
Minnesota,Stearns,590,535,52,52,30,1.64297653,55,25,94168,618
Minnesota,Steele,43,29,5,5,0,0.50070852,14,2,7054,0
Minnesota,Stevens,49,25,4,4,0,0.27616438,24,0,31,0
Minnesota,Swift,36,33,6,6,0,0.34115678,3,0,768,18
Minnesota,Todd,71,39,5,5,0,0.93656358,32,2,11407,36
Minnesota,Traverse,25,15,3,3,0,0.099908672,10,0,252,0
Minnesota,Unknown,,,,,,,,,3826,731
Minnesota,Wabasha,25,14,2,2,0,0.25772995,11,1,1165,0
Minnesota,Wadena,49,25,2,2,0,0.26169863,24,1,381,0
Minnesota,Waseca,35,15,3,3,0,0.45643836,20,1,1387,0
Minnesota,Washington,183,154,31,31,0,1.0231874,29,4,30641,1522
Minnesota,Watonwan,50,50,8,8,0,0.37315067,0,1,3456,0
Minnesota,Wilkin,25,25,4,4,0,0.27682191,0,1,874,205
Minnesota,Winona,49,49,8,8,0,0.46822587,0,2,5448,1018
Minnesota,Wright,106,85,11,11,0,1.69720862,21,4,13799,96
Minnesota,Yellow Medicine,55,47,8,8,0,0.36847821,8,0,422,0
Mississippi,Adams,159,147,15,15,0,0.29452986,12,3,12116,892
Mississippi,Alcorn,200,163,24,24,0,0.46173629,37,4,1168,55
Mississippi,Amite,25,16,3,3,0,0.56489724,9,2,3317,72
Mississippi,Attala,25,25,4,4,0,0.36471233,0,2,15196,709
Mississippi,Benton,,,,,,,,,990,0
Mississippi,Bolivar,164,152,8,8,0,0.19302452,12,2,10237,681
Mississippi,Calhoun,25,25,4,4,0,0.54180825,0,0,4351,250
Mississippi,Carroll,,,,,,,,,6223,451
Mississippi,Chickasaw,84,39,7,7,0,0.13066386,45,1,8019,753
Mississippi,Choctaw,25,15,3,3,0,0.45972604,10,2,2404,128
Mississippi,Claiborne,32,22,4,4,0,0.36276463,10,0,4729,172
Mississippi,Clarke,25,25,4,4,0,0.37709588,0,0,7431,846
Mississippi,Clay,49,49,6,6,0,0.4249371,0,2,6516,226
Mississippi,Coahoma,181,181,10,10,0,0.14887856,0,2,7230,241
Mississippi,Copiah,25,25,4,4,0,0.60405481,0,1,16030,211
Mississippi,Covington,35,25,4,4,0,0.56197262,10,0,8485,77
Mississippi,DeSoto,514,460,62,62,1,1.86516649,54,9,33723,497
Mississippi,Forrest,542,459,45,45,0,0.70056939,83,21,30192,1806
Mississippi,Franklin,25,24,4,4,0,0.67134702,1,1,1679,91
Mississippi,George,48,42,6,6,0,0.20084801,6,2,1571,85
Mississippi,Greene,7,7,1,1,0,0.53894323,0,1,1301,90
Mississippi,Grenada,156,49,9,9,0,0.36840928,107,2,5476,148
Mississippi,Hancock,102,51,6,6,0,0.17104486,51,2,5989,687
Mississippi,Harrison,1797,1548,66,66,23,3.24731654,249,18,17909,484
Mississippi,Hinds,2637,2259,195,195,199,4.23674477,378,63,59709,1278
Mississippi,Holmes,25,25,4,4,0,0.28580821,0,0,20646,1414
Mississippi,Humphreys,,,,,,,,,3296,390
Mississippi,Itawamba,,,,,,,,,5081,388
Mississippi,Jackson,435,435,48,48,0,0.56425828,0,27,21766,846
Mississippi,Jasper,16,16,3,3,0,0.31191781,0,0,7997,185
Mississippi,Jefferson,30,12,2,2,0,0.071689501,18,0,2346,38
Mississippi,Jefferson Davis,35,25,4,4,0,0.13863014,10,0,4049,133
Mississippi,Jones,285,268,14,14,0,0.34755674,17,5,30346,1149
Mississippi,Kemper,25,25,4,4,0,0.35528767,0,0,7459,502
Mississippi,Lafayette,217,171,24,24,0,0.55312026,46,5,8806,248
Mississippi,Lamar,261,175,17,17,0,1.47778714,86,4,13179,276
Mississippi,Lauderdale,988,767,74,74,6,2.85303127,221,19,40375,3325
Mississippi,Lawrence,25,25,4,4,0,0.29939726,0,0,5381,32
Mississippi,Leake,25,25,4,4,0,0.6588493,0,1,22952,515
Mississippi,Lee,700,586,42,42,26,1.48818099,114,30,10442,472
Mississippi,Leflore,208,173,9,9,0,0.30100563,35,5,16142,1860
Mississippi,Lincoln,99,90,5,5,0,0.17923896,9,4,15563,1364
Mississippi,Lowndes,315,159,18,18,0,0.4235231,156,4,11214,384
Mississippi,Madison,67,67,7,7,0,0.17583317,0,2,38606,1237
Mississippi,Marion,49,49,6,6,0,0.35113224,0,2,6937,481
Mississippi,Marshall,40,27,5,5,0,0.20334855,13,0,5266,193
Mississippi,Monroe,130,119,13,13,6,0.77318573,11,3,14966,1368
Mississippi,Montgomery,25,25,4,4,0,0.45063013,0,2,4576,84
Mississippi,Neshoba,68,58,11,11,0,0.413684202,10,1,32469,1777
Mississippi,Newton,25,25,4,4,0,0.62695891,0,1,13115,190
Mississippi,Noxubee,25,25,4,4,0,0.34147945,0,0,9224,235
Mississippi,Oktibbeha,96,88,6,6,0,0.21960406,8,2,11976,620
Mississippi,Panola,112,45,8,8,0,0.57627118,67,2,4994,193
Mississippi,Pearl River,84,73,10,10,0,0.82404715,11,3,14115,1722
Mississippi,Perry,22,22,4,4,0,0.16239104,0,0,2932,153
Mississippi,Pike,191,177,19,19,0,0.44239826,14,6,12993,621
Mississippi,Pontotoc,25,25,4,4,0,0.5949589,0,0,2800,182
Mississippi,Prentiss,114,39,7,7,0,0.18433438,75,2,3100,145
Mississippi,Quitman,,,,,,,,,1887,0
Mississippi,Rankin,2055,609,44,44,36,2.50098235,1446,5,24140,484
Mississippi,Scott,35,25,4,4,0,0.4518356,10,0,34322,486
Mississippi,Sharkey,29,19,3,3,0,0.2385734,10,0,462,0
Mississippi,Simpson,99,69,12,12,0,0.61147946,30,0,5400,14
Mississippi,Smith,29,19,3,3,0,0.000720981,10,0,8327,527
Mississippi,Stone,25,25,4,4,0,0.50144738,0,2,1913,6
Mississippi,Sunflower,138,126,12,12,0,0.93998715,12,4,5777,221
Mississippi,Tallahatchie,18,9,2,2,0,1,9,0,1636,67
Mississippi,Tate,,,,,,,,,5339,36
Mississippi,Tippah,25,25,4,4,0,0.42487672,0,1,5483,752
Mississippi,Tishomingo,48,66,8,8,0,0.23013699,-18,2,1548,6
Mississippi,Tunica,,,,,,,,,3534,173
Mississippi,Union,153,92,8,8,0,0.2456224,61,2,4238,298
Mississippi,Unknown,,,,,,,,,1533,20
Mississippi,Walthall,25,25,4,4,0,0.1590137,0,1,3995,12
Mississippi,Warren,396,336,27,27,0,0.91918629,60,7,9824,423
Mississippi,Washington,266,216,28,28,0,0.96876282,50,7,10647,370
Mississippi,Wayne,80,49,6,6,0,0.4507688,31,2,9914,123
Mississippi,Webster,38,38,7,7,0,0.53669792,0,0,3558,215
Mississippi,Wilkinson,,,,,,,,,5847,604
Mississippi,Winston,41,14,2,2,0,0.23992172,27,1,6351,44
Mississippi,Yalobusha,26,26,5,5,0,0.63108534,0,1,4957,204
Mississippi,Yazoo,25,25,4,4,0,0.46509588,0,2,15344,219
Missouri,Adair,93,51,10,10,0,0.45893097,42,2,2820,0
Missouri,Andrew,,,,,,,,,1259,0
Missouri,Atchison,18,16,3,3,0,0.34195206,2,1,192,0
Missouri,Audrain,70,40,7,7,0,0.28938356,30,2,3262,26
Missouri,Barry,43,43,7,7,0,0.45793606,0,3,627,0
Missouri,Barton,25,25,4,4,0,0.25698629,0,1,101,0
Missouri,Bates,60,44,8,8,0,0.20716065,16,2,624,71
Missouri,Benton,,,,,,,,,678,0
Missouri,Bollinger,,,,,,,,,425,0
Missouri,Boone,1184,1049,150,150,97,2.07690451,135,32,10875,108
Missouri,Buchanan,501,501,27,27,0,1.96772158,0,10,33283,133
Missouri,Butler,253,233,14,14,0,0.5597136,20,8,2325,0
Missouri,Caldwell,,,,,,,,,330,0
Missouri,Callaway,75,56,3,3,0,0.995449805,19,1,2182,78
Missouri,Camden,130,114,18,18,0,1.13956162,16,4,2908,87
Missouri,Cape Girardeau,580,494,51,51,36,1.64492362,86,20,4889,133
Missouri,Carroll,25,21,4,4,0,0.22074364,4,0,393,0
Missouri,Carter,,,,,,,,,332,80
Missouri,Cass,106,96,9,9,0,0.66175574,10,3,6021,524
Missouri,Cedar,41,41,16,16,0,1.16427398,0,1,610,0
Missouri,Chariton,,,,,,,,,440,0
Missouri,Christian,,,,,,,,,1845,0
Missouri,Clark,,,,,,,,,83,0
Missouri,Clay,769,709,43,43,0,2.79391871,60,15,11217,179
Missouri,Clinton,58,42,5,5,0,0.42028701,16,2,1226,0
Missouri,Cole,268,254,25,25,0,0.8918891,14,6,4341,81
Missouri,Cooper,,,,,,,,,629,0
Missouri,Crawford,35,25,4,4,0,0.52339727,10,2,582,0
Missouri,Dade,,,,,,,,,8,0
Missouri,Dallas,,,,,,,,,242,0
Missouri,Daviess,,,,,,,,,263,0
Missouri,DeKalb,,,,,,,,,375,0
Missouri,Dent,55,25,4,4,0,0.39528766,30,1,39,0
Missouri,Douglas,,,,,,,,,59,0
Missouri,Dunklin,,,,,,,,,2534,149
Missouri,Franklin,148,148,13,13,0,0.37743428,0,4,10060,940
Missouri,Gasconade,24,24,4,4,0,0.40810502,0,1,171,0
Missouri,Gentry,35,25,4,4,0,0.22882192,10,0,1377,129
Missouri,Greene,1748,1497,203,203,80,4.12339384,251,30,10641,683
Missouri,Grundy,22,21,4,4,0,0.369863,1,1,212,0
Missouri,Harrison,19,14,4,4,0,0.45596868,5,2,573,0
Missouri,Henry,110,96,8,8,0,1.15043491,14,2,752,150
Missouri,Holt,,,,,,,,,74,0
Missouri,Howard,,,,,,,,,190,0
Missouri,Howell,139,128,16,16,0,0.60513579,11,4,701,0
Missouri,Iron,15,15,4,4,0,0.26630136,0,2,139,0
Missouri,Jackson,3116,2476,280,280,176,7.67652252,640,55,38729,1276
Missouri,Jasper,25,25,4,4,0,0.55463016,0,1,3868,0
Missouri,Jefferson,321,279,28,28,0,0.40260226,42,5,24028,915
Missouri,Johnson,62,45,8,8,0,0.43360019,17,2,5197,0
Missouri,Kansas City,,,,,,,,,74408,1541
Missouri,Knox,,,,,,,,,26,0
Missouri,Laclede,58,43,4,4,0,0.3561644,15,2,273,0
Missouri,Lafayette,32,25,2,2,0,0.28153425,7,2,4686,118
Missouri,Lawrence,53,25,4,4,0,0.19638357,28,2,354,0
Missouri,Lewis,,,,,,,,,410,62
Missouri,Lincoln,25,25,4,4,0,0.35189041,0,2,5030,76
Missouri,Linn,25,25,4,4,0,0.12350685,0,1,523,71
Missouri,Livingston,25,25,4,4,0,0.58739728,0,2,249,0
Missouri,Macon,25,25,4,4,0,0.43715069,0,0,275,0
Missouri,Madison,144,25,4,4,0,0.23747945,119,0,172,0
Missouri,Maries,,,,,,,,,167,0
Missouri,Marion,99,86,8,8,0,0.48432621,13,4,355,0
Missouri,McDonald,,,,,,,,,2407,0
Missouri,Mercer,,,,,,,,,91,0
Missouri,Miller,,,,,,,,,246,0
Missouri,Mississippi,,,,,,,,,3078,0
Missouri,Moniteau,,,,,,,,,2957,38
Missouri,Monroe,,,,,,,,,78,0
Missouri,Montgomery,,,,,,,,,676,0
Missouri,Morgan,,,,,,,,,497,0
Missouri,New Madrid,,,,,,,,,1256,39
Missouri,Newton,659,634,96,96,38,2.19187748,25,31,2578,68
Missouri,Nodaway,81,38,7,7,0,0.18045112,43,2,611,0
Missouri,Oregon,,,,,,,,,163,0
Missouri,Osage,,,,,,,,,389,0
Missouri,Ozark,,,,,,,,,3,0
Missouri,Pemiscot,167,49,7,7,0,0.34939894,118,2,4446,227
Missouri,Perry,25,25,4,4,0,0.62520546,0,1,4282,0
Missouri,Pettis,99,108,9,9,0,0.37396321,-9,3,4235,42
Missouri,Phelps,242,172,18,18,0,0.28324306,70,3,242,0
Missouri,Pike,25,25,4,4,0,0.17523287,0,2,1240,42
Missouri,Platte,97,118,12,12,0,0.62856203,-21,2,4371,82
Missouri,Polk,86,52,8,8,0,0.44683877,34,3,218,0
Missouri,Pulaski,46,46,0,0,0,0,0,0,3497,83
Missouri,Putnam,15,15,3,3,0,0.28511417,0,0,23,0
Missouri,Ralls,,,,,,,,,209,0
Missouri,Randolph,99,33,8,8,0,0.26162231,66,2,717,0
Missouri,Ray,34,25,4,4,0,0.35320547,9,2,1170,0
Missouri,Reynolds,,,,,,,,,171,0
Missouri,Ripley,,,,,,,,,537,0
Missouri,Saline,60,42,7,7,0,0.27071103,18,2,15089,76
Missouri,Schuyler,,,,,,,,,51,0
Missouri,Scotland,25,25,4,4,0,0.34487671,0,2,382,13
Missouri,Scott,125,87,12,12,0,0.35191309,38,3,6673,414
Missouri,Shannon,,,,,,,,,128,0
Missouri,Shelby,,,,,,,,,94,0
Missouri,St. Charles,874,888,62,62,0,3.59987472,-14,24,52177,3544
